STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT130,Vienna,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.47,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT122,Niederösterreich-Süd,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.212,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT223,Östliche Obersteiermark,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.158,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT127,Wiener Umland/Südteil,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.201,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT314,Steyr-Kirchdorf,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.173,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT332,Innsbruck,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.138,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT322,Pinzgau-Pongau,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.04,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT311,Innviertel,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.21,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT312,Linz-Wels,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.404,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT334,Tiroler Oberland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.123,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT333,Osttirol,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.42,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT224,Oststeiermark,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.16,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT321,Lungau,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT323,Salzburg und Umgebung,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.395,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT211,Klagenfurt-Villach,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.156,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT113,Südburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.083,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT222,Liezen,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.375,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT124,Waldviertel,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.349,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT111,Mittelburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT331,Außerfern,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT126,Wiener Umland/Nordteil,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.429,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.249,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0.256,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,0.26,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,0.294,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT225,West- und Südsteiermark,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.075,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT213,Unterkärnten,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.252,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT313,Mühlviertel,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.204,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT212,Oberkärnten,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.185,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT335,Tiroler Unterland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.202,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT123,Sankt Pölten,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.085,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT121,Mostviertel-Eisenwurzen,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.179,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT112,Nordburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.261,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT315,Traunviertel,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.137,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT341,Bludenz-Bregenzer Wald,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.2,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT342,Rheintal-Bodenseegebiet,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.323,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT221,Graz,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.296,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT125,Weinviertel,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.232,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT226,Westliche Obersteiermark,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.235,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT130,Vienna,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.393,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT122,Niederösterreich-Süd,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.182,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT223,Östliche Obersteiermark,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.156,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT127,Wiener Umland/Südteil,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.232,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT314,Steyr-Kirchdorf,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.255,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT332,Innsbruck,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.136,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT322,Pinzgau-Pongau,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.115,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT311,Innviertel,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.11,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT312,Linz-Wels,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.294,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT334,Tiroler Oberland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.24,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT333,Osttirol,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.142,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT127,Wiener Umland/Südteil,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,0.238,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT224,Oststeiermark,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.265,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT321,Lungau,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.709,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT323,Salzburg und Umgebung,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.313,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT211,Klagenfurt-Villach,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.128,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT113,Südburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT222,Liezen,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.285,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT124,Waldviertel,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.14,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT111,Mittelburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.215,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT331,Außerfern,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.211,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT126,Wiener Umland/Nordteil,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,0.155,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT126,Wiener Umland/Nordteil,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0.258,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT331,Außerfern,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0.213,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT111,Mittelburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT124,Waldviertel,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0.142,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT222,Liezen,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0.285,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT113,Südburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0.587,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT323,Salzburg und Umgebung,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0.222,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT211,Klagenfurt-Villach,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0.285,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT224,Oststeiermark,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0.268,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL3,TL3,AT321,Lungau,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
